,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths,driving,transit,walking
16751,Charlotte,2020-04-29,,,,,-34.0,,7.0,0.0,80.56,53.07,82.44
16752,Charlotte,2020-04-30,-43.0,-17.0,-42.0,-22.0,-39.0,14.0,236.0,19.0,83.98,51.08,82.6
16753,Charlotte,2020-04-30,-43.0,-17.0,-42.0,-22.0,-39.0,14.0,7.0,0.0,83.98,51.08,82.6
16754,Charlotte,2020-04-30,,,,,-31.0,,236.0,19.0,83.98,51.08,82.6
16755,Charlotte,2020-04-30,,,,,-31.0,,7.0,0.0,83.98,51.08,82.6
16756,Richmond,2020-02-15,5.0,0.0,5.0,2.0,-1.0,-1.0,,,127.3,100.7,135.5
16757,Richmond,2020-02-15,-4.0,-3.0,-8.0,-5.0,2.0,0.0,,,127.3,100.7,135.5
16758,Richmond,2020-02-15,3.0,2.0,,,-3.0,,,,127.3,100.7,135.5
16759,Richmond,2020-02-15,8.0,-1.0,-1.0,11.0,-2.0,-1.0,,,127.3,100.7,135.5
16760,Richmond,2020-02-15,10.0,16.0,,,,,,,127.3,100.7,135.5
16761,Richmond,2020-02-16,0.0,-8.0,-41.0,-7.0,-5.0,0.0,,,94.08,87.64,81.99
16762,Richmond,2020-02-16,0.0,-7.0,11.0,-1.0,-2.0,-1.0,,,94.08,87.64,81.99
16763,Richmond,2020-02-16,0.0,-4.0,,,-3.0,,,,94.08,87.64,81.99
16764,Richmond,2020-02-16,8.0,-3.0,-5.0,-2.0,-1.0,0.0,,,94.08,87.64,81.99
16765,Richmond,2020-02-16,,4.0,,,,,,,94.08,87.64,81.99
16766,Richmond,2020-02-17,7.0,0.0,11.0,3.0,-22.0,4.0,,,106.47,93.98,81.46
16767,Richmond,2020-02-17,10.0,-2.0,11.0,-29.0,-44.0,10.0,,,106.47,93.98,81.46
16768,Richmond,2020-02-17,13.0,5.0,,,-6.0,1.0,,,106.47,93.98,81.46
16769,Richmond,2020-02-17,3.0,1.0,36.0,-11.0,-19.0,4.0,,,106.47,93.98,81.46
16770,Richmond,2020-02-17,-3.0,7.0,,,-27.0,,,,106.47,93.98,81.46
16771,Richmond,2020-02-18,-5.0,-5.0,-30.0,-3.0,-1.0,2.0,,,105.81,94.64,82.54
16772,Richmond,2020-02-18,-2.0,-7.0,-5.0,-7.0,-11.0,3.0,,,105.81,94.64,82.54
16773,Richmond,2020-02-18,2.0,-4.0,,,4.0,0.0,,,105.81,94.64,82.54
16774,Richmond,2020-02-18,9.0,1.0,35.0,4.0,1.0,-1.0,,,105.81,94.64,82.54
16775,Richmond,2020-02-18,14.0,14.0,,,7.0,,,,105.81,94.64,82.54
16776,Richmond,2020-02-19,0.0,-2.0,-12.0,-1.0,-1.0,2.0,,,106.49,108.02,80.4
16777,Richmond,2020-02-19,2.0,-5.0,10.0,-4.0,-11.0,2.0,,,106.49,108.02,80.4
16778,Richmond,2020-02-19,3.0,5.0,,,2.0,1.0,,,106.49,108.02,80.4
16779,Richmond,2020-02-19,4.0,0.0,-2.0,1.0,1.0,0.0,,,106.49,108.02,80.4
16780,Richmond,2020-02-19,3.0,2.0,,,-2.0,,,,106.49,108.02,80.4
16781,Richmond,2020-02-20,-7.0,-8.0,-25.0,-2.0,0.0,3.0,,,103.53,94.33,78.57
16782,Richmond,2020-02-20,-1.0,-5.0,-2.0,-7.0,-11.0,2.0,,,103.53,94.33,78.57
16783,Richmond,2020-02-20,-4.0,11.0,,,-2.0,5.0,,,103.53,94.33,78.57
16784,Richmond,2020-02-20,-1.0,3.0,-28.0,-6.0,0.0,2.0,,,103.53,94.33,78.57
16785,Richmond,2020-02-20,6.0,19.0,,,0.0,,,,103.53,94.33,78.57
16786,Richmond,2020-02-21,3.0,4.0,6.0,9.0,2.0,1.0,,,127.05,104.73,109.84
16787,Richmond,2020-02-21,-4.0,-7.0,-6.0,-8.0,-12.0,4.0,,,127.05,104.73,109.84
16788,Richmond,2020-02-21,-6.0,-11.0,,,-11.0,8.0,,,127.05,104.73,109.84
16789,Richmond,2020-02-21,0.0,-1.0,-7.0,-4.0,1.0,2.0,,,127.05,104.73,109.84
16790,Richmond,2020-02-21,-10.0,-3.0,,,13.0,,,,127.05,104.73,109.84
16791,Richmond,2020-02-22,3.0,5.0,40.0,1.0,1.0,0.0,,,130.54,108.33,142.63
16792,Richmond,2020-02-22,1.0,1.0,19.0,3.0,6.0,-1.0,,,130.54,108.33,142.63
16793,Richmond,2020-02-22,8.0,0.0,,,3.0,,,,130.54,108.33,142.63
16794,Richmond,2020-02-22,3.0,1.0,28.0,1.0,2.0,-1.0,,,130.54,108.33,142.63
16795,Richmond,2020-02-22,1.0,8.0,,,,,,,130.54,108.33,142.63
16796,Richmond,2020-02-23,1.0,8.0,22.0,9.0,-1.0,-1.0,,,92.54,86.35,81.05
16797,Richmond,2020-02-23,5.0,0.0,54.0,7.0,2.0,-1.0,,,92.54,86.35,81.05
16798,Richmond,2020-02-23,6.0,-1.0,,,4.0,,,,92.54,86.35,81.05
16799,Richmond,2020-02-23,8.0,3.0,45.0,6.0,1.0,-1.0,,,92.54,86.35,81.05
16800,Richmond,2020-02-23,,9.0,,,,,,,92.54,86.35,81.05
16801,Richmond,2020-02-24,-1.0,3.0,-17.0,5.0,1.0,1.0,,,97.86,93.12,66.37
16802,Richmond,2020-02-24,2.0,-2.0,17.0,2.0,5.0,0.0,,,97.86,93.12,66.37
16803,Richmond,2020-02-24,1.0,-2.0,,,5.0,1.0,,,97.86,93.12,66.37
16804,Richmond,2020-02-24,-2.0,0.0,-22.0,-6.0,7.0,0.0,,,97.86,93.12,66.37
16805,Richmond,2020-02-24,10.0,9.0,,,5.0,,,,97.86,93.12,66.37
16806,Richmond,2020-02-25,5.0,6.0,-5.0,2.0,1.0,1.0,,,105.21,92.73,74.69
16807,Richmond,2020-02-25,-3.0,-3.0,-7.0,1.0,4.0,0.0,,,105.21,92.73,74.69
16808,Richmond,2020-02-25,12.0,2.0,,,4.0,0.0,,,105.21,92.73,74.69
16809,Richmond,2020-02-25,3.0,2.0,-5.0,1.0,1.0,1.0,,,105.21,92.73,74.69
16810,Richmond,2020-02-25,3.0,12.0,,,4.0,,,,105.21,92.73,74.69
16811,Richmond,2020-02-26,13.0,12.0,-4.0,6.0,1.0,-1.0,,,111.42,94.21,80.93
16812,Richmond,2020-02-26,1.0,0.0,0.0,0.0,4.0,0.0,,,111.42,94.21,80.93
16813,Richmond,2020-02-26,26.0,7.0,,,5.0,-2.0,,,111.42,94.21,80.93
16814,Richmond,2020-02-26,6.0,5.0,-10.0,4.0,1.0,-1.0,,,111.42,94.21,80.93
16815,Richmond,2020-02-26,12.0,8.0,,,8.0,,,,111.42,94.21,80.93
16816,Richmond,2020-02-27,15.0,13.0,1.0,10.0,1.0,-2.0,,,118.39,110.17,90.25
16817,Richmond,2020-02-27,1.0,-2.0,-3.0,2.0,4.0,0.0,,,118.39,110.17,90.25
16818,Richmond,2020-02-27,31.0,7.0,,,5.0,-1.0,,,118.39,110.17,90.25
16819,Richmond,2020-02-27,13.0,10.0,-2.0,4.0,1.0,-1.0,,,118.39,110.17,90.25
16820,Richmond,2020-02-27,24.0,12.0,,,2.0,,,,118.39,110.17,90.25
16821,Richmond,2020-02-28,16.0,15.0,11.0,15.0,4.0,-2.0,,,136.6,107.59,118.01
16822,Richmond,2020-02-28,2.0,0.0,-5.0,1.0,4.0,0.0,,,136.6,107.59,118.01
16823,Richmond,2020-02-28,23.0,6.0,,,5.0,-1.0,,,136.6,107.59,118.01
16824,Richmond,2020-02-28,11.0,7.0,2.0,6.0,2.0,-2.0,,,136.6,107.59,118.01
16825,Richmond,2020-02-28,16.0,12.0,,,13.0,,,,136.6,107.59,118.01
16826,Richmond,2020-02-29,15.0,12.0,-6.0,9.0,4.0,-3.0,,,141.46,111.38,146.43
16827,Richmond,2020-02-29,4.0,4.0,-8.0,-3.0,7.0,-1.0,,,141.46,111.38,146.43
16828,Richmond,2020-02-29,26.0,11.0,,,4.0,,,,141.46,111.38,146.43
16829,Richmond,2020-02-29,7.0,3.0,-1.0,2.0,0.0,-2.0,,,141.46,111.38,146.43
16830,Richmond,2020-02-29,16.0,23.0,,,,,,,141.46,111.38,146.43
16831,Richmond,2020-03-01,20.0,15.0,29.0,19.0,1.0,-3.0,,,99.38,83.34,78.23
16832,Richmond,2020-03-01,7.0,4.0,11.0,4.0,3.0,-1.0,,,99.38,83.34,78.23
16833,Richmond,2020-03-01,26.0,9.0,,,6.0,,,,99.38,83.34,78.23
16834,Richmond,2020-03-01,12.0,10.0,40.0,10.0,2.0,-2.0,,,99.38,83.34,78.23
16835,Richmond,2020-03-01,,14.0,,,,,,,99.38,83.34,78.23
16836,Richmond,2020-03-02,13.0,12.0,-11.0,8.0,2.0,-1.0,,,107.06,90.85,80.32
16837,Richmond,2020-03-02,8.0,5.0,20.0,1.0,5.0,0.0,,,107.06,90.85,80.32
16838,Richmond,2020-03-02,32.0,17.0,,,4.0,-2.0,,,107.06,90.85,80.32
16839,Richmond,2020-03-02,8.0,9.0,11.0,3.0,6.0,-1.0,,,107.06,90.85,80.32
16840,Richmond,2020-03-02,14.0,9.0,,,7.0,,,,107.06,90.85,80.32
16841,Richmond,2020-03-03,15.0,16.0,-17.0,4.0,1.0,-1.0,,,118.09,98.47,97.49
16842,Richmond,2020-03-03,3.0,1.0,3.0,2.0,5.0,0.0,,,118.09,98.47,97.49
16843,Richmond,2020-03-03,38.0,16.0,,,2.0,-1.0,,,118.09,98.47,97.49
16844,Richmond,2020-03-03,18.0,15.0,41.0,13.0,0.0,-2.0,,,118.09,98.47,97.49
16845,Richmond,2020-03-03,22.0,-4.0,,,11.0,,,,118.09,98.47,97.49
16846,Richmond,2020-03-04,8.0,5.0,-26.0,7.0,-1.0,1.0,,,113.26,99.73,86.82
16847,Richmond,2020-03-04,7.0,5.0,12.0,3.0,3.0,0.0,,,113.26,99.73,86.82
16848,Richmond,2020-03-04,25.0,12.0,,,3.0,-2.0,,,113.26,99.73,86.82
16849,Richmond,2020-03-04,11.0,11.0,35.0,8.0,2.0,-1.0,,,113.26,99.73,86.82
16850,Richmond,2020-03-04,17.0,-18.0,,,5.0,,,,113.26,99.73,86.82
16851,Richmond,2020-03-05,3.0,4.0,-28.0,0.0,-2.0,2.0,,,117.72,104.18,88.62
16852,Richmond,2020-03-05,7.0,6.0,12.0,3.0,3.0,-1.0,,,117.72,104.18,88.62
16853,Richmond,2020-03-05,21.0,3.0,,,2.0,1.0,,,117.72,104.18,88.62
16854,Richmond,2020-03-05,9.0,8.0,1.0,-1.0,1.0,-1.0,,,117.72,104.18,88.62
16855,Richmond,2020-03-05,11.0,-17.0,,,10.0,,,,117.72,104.18,88.62
16856,Richmond,2020-03-06,10.0,7.0,13.0,16.0,1.0,-1.0,,,134.89,101.1,103.52
16857,Richmond,2020-03-06,-5.0,-4.0,-10.0,-3.0,2.0,1.0,,,134.89,101.1,103.52
16858,Richmond,2020-03-06,13.0,5.0,,,3.0,0.0,,,134.89,101.1,103.52
16859,Richmond,2020-03-06,6.0,5.0,14.0,9.0,1.0,0.0,,,134.89,101.1,103.52
16860,Richmond,2020-03-06,13.0,-18.0,,,15.0,,,,134.89,101.1,103.52
16861,Richmond,2020-03-07,9.0,8.0,15.0,18.0,4.0,-2.0,,,135.46,91.94,125.08
16862,Richmond,2020-03-07,4.0,8.0,26.0,3.0,7.0,0.0,,,135.46,91.94,125.08
16863,Richmond,2020-03-07,23.0,8.0,,,9.0,,,,135.46,91.94,125.08
16864,Richmond,2020-03-07,5.0,5.0,32.0,33.0,0.0,-2.0,,,135.46,91.94,125.08
16865,Richmond,2020-03-07,12.0,-8.0,,,,,,,135.46,91.94,125.08
16866,Richmond,2020-03-08,9.0,9.0,21.0,15.0,-2.0,-2.0,,,97.19,80.02,76.87
16867,Richmond,2020-03-08,6.0,4.0,62.0,4.0,1.0,0.0,,,97.19,80.02,76.87
16868,Richmond,2020-03-08,20.0,0.0,,,0.0,,,,97.19,80.02,76.87
16869,Richmond,2020-03-08,10.0,5.0,75.0,23.0,-2.0,-2.0,,,97.19,80.02,76.87
16870,Richmond,2020-03-08,,-5.0,,,,,,,97.19,80.02,76.87
16871,Richmond,2020-03-09,11.0,11.0,22.0,16.0,1.0,-1.0,,,106.24,87.41,76.98
16872,Richmond,2020-03-09,9.0,6.0,49.0,4.0,3.0,0.0,,,106.24,87.41,76.98
16873,Richmond,2020-03-09,22.0,14.0,,,3.0,-2.0,,,106.24,87.41,76.98
16874,Richmond,2020-03-09,6.0,9.0,62.0,-4.0,2.0,-1.0,,,106.24,87.41,76.98
16875,Richmond,2020-03-09,24.0,-7.0,,,7.0,,,,106.24,87.41,76.98
16876,Richmond,2020-03-10,8.0,11.0,14.0,9.0,1.0,-1.0,,,109.6,84.59,76.18
16877,Richmond,2020-03-10,3.0,6.0,6.0,2.0,1.0,1.0,,,109.6,84.59,76.18
16878,Richmond,2020-03-10,22.0,12.0,,,4.0,-1.0,,,109.6,84.59,76.18
16879,Richmond,2020-03-10,7.0,7.0,45.0,-1.0,-1.0,-1.0,,,109.6,84.59,76.18
16880,Richmond,2020-03-10,20.0,-7.0,,,12.0,,,,109.6,84.59,76.18
16881,Richmond,2020-03-11,13.0,8.0,27.0,8.0,0.0,-1.0,,,108.72,71.33,76.59
16882,Richmond,2020-03-11,6.0,9.0,14.0,-4.0,1.0,1.0,,,108.72,71.33,76.59
16883,Richmond,2020-03-11,20.0,8.0,,,3.0,-2.0,,,108.72,71.33,76.59
16884,Richmond,2020-03-11,8.0,8.0,46.0,4.0,-2.0,-1.0,,,108.72,71.33,76.59
16885,Richmond,2020-03-11,22.0,-2.0,,,3.0,,,,108.72,71.33,76.59
16886,Richmond,2020-03-12,10.0,16.0,22.0,3.0,1.0,-1.0,,,105.37,74.15,73.23
16887,Richmond,2020-03-12,3.0,24.0,1.0,-9.0,-3.0,3.0,,,105.37,74.15,73.23
16888,Richmond,2020-03-12,25.0,15.0,,,5.0,-2.0,,,105.37,74.15,73.23
16889,Richmond,2020-03-12,5.0,14.0,29.0,-2.0,-5.0,0.0,,,105.37,74.15,73.23
16890,Richmond,2020-03-12,18.0,34.0,,,2.0,,,,105.37,74.15,73.23
16891,Richmond,2020-03-13,9.0,25.0,27.0,12.0,0.0,-1.0,,,117.39,83.73,94.59
16892,Richmond,2020-03-13,-4.0,24.0,11.0,-16.0,-9.0,6.0,,,117.39,83.73,94.59
16893,Richmond,2020-03-13,15.0,23.0,,,4.0,-1.0,,,117.39,83.73,94.59
16894,Richmond,2020-03-13,-1.0,14.0,79.0,-3.0,-7.0,1.0,,,117.39,83.73,94.59
16895,Richmond,2020-03-13,21.0,34.0,,,4.0,,,,117.39,83.73,94.59
16896,Richmond,2020-03-14,0.0,17.0,62.0,1.0,1.0,-1.0,,,101.61,69.57,98.23
16897,Richmond,2020-03-14,-11.0,15.0,30.0,-13.0,-1.0,4.0,,,101.61,69.57,98.23
16898,Richmond,2020-03-14,13.0,27.0,,,3.0,,,,101.61,69.57,98.23
16899,Richmond,2020-03-14,-14.0,7.0,41.0,-9.0,-5.0,1.0,,,101.61,69.57,98.23
16900,Richmond,2020-03-14,6.0,36.0,,,,,,,101.61,69.57,98.23
16901,Richmond,2020-03-15,-2.0,18.0,4.0,-6.0,-5.0,0.0,,,70.45,51.78,52.73
16902,Richmond,2020-03-15,-13.0,8.0,42.0,-18.0,-6.0,5.0,,,70.45,51.78,52.73
16903,Richmond,2020-03-15,15.0,25.0,,,-3.0,,,,70.45,51.78,52.73
16904,Richmond,2020-03-15,-21.0,2.0,-26.0,-13.0,-11.0,4.0,,,70.45,51.78,52.73
16905,Richmond,2020-03-15,,30.0,,,,,,,70.45,51.78,52.73
16906,Richmond,2020-03-16,3.0,22.0,-12.0,-9.0,-4.0,1.0,,,82.68,63.86,55.27
16907,Richmond,2020-03-16,-10.0,20.0,-10.0,-34.0,-26.0,12.0,,,82.68,63.86,55.27
16908,Richmond,2020-03-16,15.0,28.0,,,-5.0,2.0,,,82.68,63.86,55.27
16909,Richmond,2020-03-16,-17.0,10.0,9.0,-23.0,-19.0,7.0,,,82.68,63.86,55.27
16910,Richmond,2020-03-16,2.0,29.0,,,-5.0,,,,82.68,63.86,55.27
16911,Richmond,2020-03-17,-7.0,17.0,3.0,-11.0,-15.0,5.0,1.0,0.0,77.88,60.66,57.79
16912,Richmond,2020-03-17,-23.0,9.0,-14.0,-42.0,-30.0,15.0,1.0,0.0,77.88,60.66,57.79
16913,Richmond,2020-03-17,1.0,28.0,,,-10.0,5.0,1.0,0.0,77.88,60.66,57.79
16914,Richmond,2020-03-17,-22.0,4.0,79.0,-19.0,-28.0,9.0,1.0,0.0,77.88,60.66,57.79
16915,Richmond,2020-03-17,-19.0,18.0,,,-7.0,,1.0,0.0,77.88,60.66,57.79
16916,Richmond,2020-03-18,-14.0,10.0,3.0,-16.0,-22.0,8.0,2.0,0.0,71.62,58.47,49.99
16917,Richmond,2020-03-18,-24.0,7.0,1.0,-44.0,-33.0,16.0,2.0,0.0,71.62,58.47,49.99
16918,Richmond,2020-03-18,-8.0,20.0,,,-10.0,4.0,2.0,0.0,71.62,58.47,49.99
16919,Richmond,2020-03-18,-32.0,0.0,18.0,-25.0,-33.0,12.0,2.0,0.0,71.62,58.47,49.99
16920,Richmond,2020-03-18,-27.0,-5.0,,,-19.0,,2.0,0.0,71.62,58.47,49.99
16921,Richmond,2020-03-19,-19.0,10.0,8.0,-21.0,-23.0,9.0,3.0,0.0,76.64,58.66,61.13
16922,Richmond,2020-03-19,-31.0,1.0,-16.0,-48.0,-38.0,18.0,3.0,0.0,76.64,58.66,61.13
16923,Richmond,2020-03-19,-8.0,19.0,,,-13.0,5.0,3.0,0.0,76.64,58.66,61.13
16924,Richmond,2020-03-19,-29.0,2.0,110.0,-19.0,-35.0,13.0,3.0,0.0,76.64,58.66,61.13
16925,Richmond,2020-03-19,-15.0,7.0,,,-19.0,,3.0,0.0,76.64,58.66,61.13
16926,Richmond,2020-03-20,-22.0,7.0,27.0,-34.0,-24.0,10.0,9.0,0.0,84.87,54.79,64.27
16927,Richmond,2020-03-20,-32.0,7.0,10.0,-46.0,-42.0,21.0,9.0,0.0,84.87,54.79,64.27
16928,Richmond,2020-03-20,-29.0,15.0,,,-13.0,7.0,9.0,0.0,84.87,54.79,64.27
16929,Richmond,2020-03-20,-36.0,3.0,145.0,-20.0,-36.0,13.0,9.0,0.0,84.87,54.79,64.27
16930,Richmond,2020-03-20,-27.0,-19.0,,,-9.0,,9.0,0.0,84.87,54.79,64.27
16931,Richmond,2020-03-21,-31.0,7.0,8.0,-38.0,-15.0,6.0,10.0,0.0,62.25,45.95,45.78
16932,Richmond,2020-03-21,-42.0,1.0,12.0,-41.0,-26.0,14.0,10.0,0.0,62.25,45.95,45.78
16933,Richmond,2020-03-21,-28.0,17.0,,,-3.0,,10.0,0.0,62.25,45.95,45.78
16934,Richmond,2020-03-21,-51.0,-4.0,-2.0,-29.0,-28.0,11.0,10.0,0.0,62.25,45.95,45.78
16935,Richmond,2020-03-21,-27.0,0.0,,,,,10.0,0.0,62.25,45.95,45.78
16936,Richmond,2020-03-22,-40.0,-7.0,-28.0,-53.0,-28.0,8.0,10.0,0.0,50.44,44.54,39.69
16937,Richmond,2020-03-22,-50.0,-20.0,-14.0,-50.0,-32.0,14.0,10.0,0.0,50.44,44.54,39.69
16938,Richmond,2020-03-22,-38.0,0.0,,,-21.0,,10.0,0.0,50.44,44.54,39.69
16939,Richmond,2020-03-22,-47.0,-9.0,28.0,-28.0,-32.0,10.0,10.0,0.0,50.44,44.54,39.69
16940,Richmond,2020-03-22,,-23.0,,,,,10.0,0.0,50.44,44.54,39.69
16941,Richmond,2020-03-23,-32.0,-7.0,-45.0,-40.0,-32.0,12.0,11.0,0.0,56.74,41.61,38.12
16942,Richmond,2020-03-23,-58.0,-37.0,-66.0,-66.0,-55.0,27.0,11.0,0.0,56.74,41.61,38.12
16943,Richmond,2020-03-23,-35.0,10.0,,,-16.0,7.0,11.0,0.0,56.74,41.61,38.12
16944,Richmond,2020-03-23,-43.0,-11.0,-47.0,-41.0,-41.0,17.0,11.0,0.0,56.74,41.61,38.12
16945,Richmond,2020-03-23,-38.0,-7.0,,,-16.0,,11.0,0.0,56.74,41.61,38.12
16946,Richmond,2020-03-24,-36.0,-6.0,-27.0,-42.0,-35.0,14.0,11.0,0.0,61.63,47.52,44.02
16947,Richmond,2020-03-24,-43.0,-18.0,-7.0,-59.0,-55.0,25.0,11.0,0.0,61.63,47.52,44.02
16948,Richmond,2020-03-24,-32.0,1.0,,,-18.0,7.0,11.0,0.0,61.63,47.52,44.02
16949,Richmond,2020-03-24,-37.0,-7.0,49.0,-28.0,-42.0,15.0,11.0,0.0,61.63,47.52,44.02
16950,Richmond,2020-03-24,-34.0,-21.0,,,-21.0,,11.0,0.0,61.63,47.52,44.02
16951,Richmond,2020-03-25,-31.0,-4.0,18.0,-39.0,-36.0,13.0,11.0,0.0,55.17,51.82,37.36
16952,Richmond,2020-03-25,-50.0,-25.0,-47.0,-64.0,-56.0,27.0,11.0,0.0,55.17,51.82,37.36
16953,Richmond,2020-03-25,-30.0,1.0,,,-19.0,8.0,11.0,0.0,55.17,51.82,37.36
16954,Richmond,2020-03-25,-48.0,-16.0,-43.0,-41.0,-47.0,20.0,11.0,0.0,55.17,51.82,37.36
16955,Richmond,2020-03-25,-44.0,-30.0,,,-24.0,,11.0,0.0,55.17,51.82,37.36
16956,Richmond,2020-03-26,-33.0,-5.0,17.0,-38.0,-36.0,13.0,11.0,0.0,63.12,45.56,46.36
16957,Richmond,2020-03-26,-45.0,-18.0,-1.0,-60.0,-57.0,26.0,11.0,0.0,63.12,45.56,46.36
16958,Richmond,2020-03-26,-30.0,4.0,,,-20.0,8.0,11.0,0.0,63.12,45.56,46.36
16959,Richmond,2020-03-26,-44.0,-7.0,39.0,-28.0,-45.0,17.0,11.0,0.0,63.12,45.56,46.36
16960,Richmond,2020-03-26,-37.0,-16.0,,,-22.0,,11.0,0.0,63.12,45.56,46.36
16961,Richmond,2020-03-27,-33.0,-6.0,19.0,-43.0,-36.0,14.0,11.0,0.0,72.19,55.42,53.27
16962,Richmond,2020-03-27,-48.0,-18.0,1.0,-59.0,-57.0,28.0,11.0,0.0,72.19,55.42,53.27
16963,Richmond,2020-03-27,-29.0,1.0,,,-21.0,10.0,11.0,0.0,72.19,55.42,53.27
16964,Richmond,2020-03-27,-47.0,-8.0,86.0,-29.0,-44.0,18.0,11.0,0.0,72.19,55.42,53.27
16965,Richmond,2020-03-27,-36.0,-19.0,,,-19.0,,11.0,0.0,72.19,55.42,53.27
16966,Richmond,2020-03-28,-42.0,-5.0,15.0,-41.0,-23.0,9.0,12.0,0.0,62.51,50.45,52.85
16967,Richmond,2020-03-28,-61.0,-27.0,-54.0,-60.0,-42.0,19.0,12.0,0.0,62.51,50.45,52.85
16968,Richmond,2020-03-28,-26.0,10.0,,,-14.0,,12.0,0.0,62.51,50.45,52.85
16969,Richmond,2020-03-28,-53.0,-8.0,76.0,-25.0,-33.0,11.0,12.0,0.0,62.51,50.45,52.85
16970,Richmond,2020-03-28,-34.0,-13.0,,,,,12.0,0.0,62.51,50.45,52.85
16971,Richmond,2020-03-29,-40.0,-5.0,26.0,-51.0,-31.0,8.0,12.0,0.0,52.65,45.25,46.54
16972,Richmond,2020-03-29,-59.0,-31.0,-48.0,-60.0,-42.0,17.0,12.0,0.0,52.65,45.25,46.54
16973,Richmond,2020-03-29,-31.0,-2.0,,,-26.0,,12.0,0.0,52.65,45.25,46.54
16974,Richmond,2020-03-29,-47.0,-11.0,83.0,-19.0,-37.0,10.0,12.0,0.0,52.65,45.25,46.54
16975,Richmond,2020-03-29,,-25.0,,,,,12.0,0.0,52.65,45.25,46.54
16976,Richmond,2020-03-30,-30.0,-5.0,7.0,-41.0,-38.0,13.0,17.0,0.0,60.98,54.87,46.09
16977,Richmond,2020-03-30,-49.0,-25.0,-41.0,-64.0,-60.0,27.0,17.0,0.0,60.98,54.87,46.09
16978,Richmond,2020-03-30,-25.0,21.0,,,-21.0,8.0,17.0,0.0,60.98,54.87,46.09
16979,Richmond,2020-03-30,-41.0,-8.0,28.0,-29.0,-43.0,16.0,17.0,0.0,60.98,54.87,46.09
16980,Richmond,2020-03-30,-38.0,-2.0,,,-20.0,,17.0,0.0,60.98,54.87,46.09
16981,Richmond,2020-03-31,-32.0,-5.0,-26.0,-46.0,-41.0,15.0,40.0,0.0,56.56,41.73,38.23
16982,Richmond,2020-03-31,-49.0,-26.0,-40.0,-65.0,-62.0,28.0,40.0,0.0,56.56,41.73,38.23
16983,Richmond,2020-03-31,-38.0,14.0,,,-26.0,11.0,40.0,0.0,56.56,41.73,38.23
16984,Richmond,2020-03-31,-47.0,-17.0,-18.0,-38.0,-47.0,19.0,40.0,0.0,56.56,41.73,38.23
16985,Richmond,2020-03-31,-36.0,-16.0,,,-21.0,,40.0,0.0,56.56,41.73,38.23
16986,Richmond,2020-04-01,-26.0,4.0,2.0,-40.0,-41.0,13.0,41.0,0.0,58.97,48.26,42.06
16987,Richmond,2020-04-01,-45.0,-19.0,-18.0,-64.0,-62.0,28.0,41.0,0.0,58.97,48.26,42.06
16988,Richmond,2020-04-01,-34.0,26.0,,,-28.0,11.0,41.0,0.0,58.97,48.26,42.06
16989,Richmond,2020-04-01,-45.0,-5.0,-8.0,-31.0,-49.0,19.0,41.0,0.0,58.97,48.26,42.06
16990,Richmond,2020-04-01,-27.0,-22.0,,,-32.0,,41.0,0.0,58.97,48.26,42.06
16991,Richmond,2020-04-02,-24.0,14.0,-3.0,-42.0,-40.0,13.0,42.0,1.0,61.67,50.45,45.72
16992,Richmond,2020-04-02,-47.0,-19.0,-29.0,-65.0,-63.0,29.0,42.0,1.0,61.67,50.45,45.72
16993,Richmond,2020-04-02,-28.0,28.0,,,-25.0,11.0,42.0,1.0,61.67,50.45,45.72
16994,Richmond,2020-04-02,-44.0,-11.0,30.0,-30.0,-49.0,19.0,42.0,1.0,61.67,50.45,45.72
16995,Richmond,2020-04-02,-31.0,-10.0,,,-26.0,,42.0,1.0,61.67,50.45,45.72
16996,Richmond,2020-04-03,-35.0,0.0,-5.0,-46.0,-41.0,17.0,49.0,1.0,69.89,49.16,52.72
16997,Richmond,2020-04-03,-35.0,0.0,-5.0,-46.0,-41.0,17.0,1.0,0.0,69.89,49.16,52.72
16998,Richmond,2020-04-03,-53.0,-21.0,-51.0,-66.0,-63.0,31.0,49.0,1.0,69.89,49.16,52.72
16999,Richmond,2020-04-03,-53.0,-21.0,-51.0,-66.0,-63.0,31.0,1.0,0.0,69.89,49.16,52.72
17000,Richmond,2020-04-03,-23.0,43.0,,,-27.0,11.0,49.0,1.0,69.89,49.16,52.72
17001,Richmond,2020-04-03,-23.0,43.0,,,-27.0,11.0,1.0,0.0,69.89,49.16,52.72
17002,Richmond,2020-04-03,-46.0,-3.0,56.0,-31.0,-47.0,19.0,49.0,1.0,69.89,49.16,52.72
17003,Richmond,2020-04-03,-46.0,-3.0,56.0,-31.0,-47.0,19.0,1.0,0.0,69.89,49.16,52.72
17004,Richmond,2020-04-03,-25.0,-7.0,,,-24.0,,49.0,1.0,69.89,49.16,52.72
17005,Richmond,2020-04-03,-25.0,-7.0,,,-24.0,,1.0,0.0,69.89,49.16,52.72
17006,Richmond,2020-04-04,-53.0,-14.0,-28.0,-51.0,-33.0,13.0,51.0,1.0,58.24,49.2,45.22
