,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths,driving,transit,walking
16506,New Haven,2020-03-06,3.0,1.0,3.0,8.0,0.0,1.0,,,146.63,135.66,121.9
16507,New Haven,2020-03-07,11.0,8.0,42.0,19.0,2.0,-1.0,,,134.31,107.61,112.62
16508,New Haven,2020-03-08,9.0,5.0,50.0,17.0,1.0,0.0,,,99.57,88.52,78.64
16509,New Haven,2020-03-09,9.0,10.0,71.0,12.0,1.0,-1.0,,,109.53,123.5,87.6
16510,New Haven,2020-03-10,5.0,9.0,17.0,11.0,0.0,0.0,,,108.25,122.47,81.56
16511,New Haven,2020-03-11,6.0,12.0,24.0,5.0,-1.0,0.0,,,106.15,101.89,79.26
16512,New Haven,2020-03-12,8.0,35.0,9.0,-5.0,-2.0,1.0,,,98.36,97.79,76.2
16513,New Haven,2020-03-13,-4.0,28.0,3.0,-15.0,-14.0,7.0,,,103.65,81.45,79.56
16514,New Haven,2020-03-14,-7.0,16.0,70.0,-7.0,-3.0,3.0,1.0,0.0,96.02,74.56,73.82
16515,New Haven,2020-03-15,-12.0,6.0,47.0,-16.0,-7.0,4.0,3.0,0.0,71.69,58.98,52.12
16516,New Haven,2020-03-16,-6.0,27.0,4.0,-15.0,-22.0,8.0,4.0,0.0,77.67,61.59,52.78
16517,New Haven,2020-03-17,-24.0,8.0,-16.0,-21.0,-30.0,13.0,8.0,0.0,68.76,55.38,47.76
16518,New Haven,2020-03-18,-25.0,5.0,20.0,-23.0,-32.0,13.0,10.0,0.0,69.98,46.6,49.22
16519,New Haven,2020-03-19,-31.0,2.0,-21.0,-32.0,-35.0,17.0,24.0,0.0,63.14,45.88,45.02
16520,New Haven,2020-03-20,-30.0,12.0,0.0,-34.0,-36.0,17.0,24.0,0.0,70.12,40.07,49.59
16521,New Haven,2020-03-21,-37.0,2.0,66.0,-32.0,-24.0,11.0,24.0,0.0,63.49,38.86,44.85
16522,New Haven,2020-03-22,-43.0,-12.0,18.0,-44.0,-27.0,11.0,29.0,0.0,47.48,35.93,34.74
16523,New Haven,2020-03-23,-47.0,-23.0,-50.0,-45.0,-43.0,20.0,41.0,0.0,47.97,33.32,30.64
16524,New Haven,2020-03-24,-40.0,-14.0,6.0,-35.0,-46.0,20.0,89.0,0.0,54.19,36.29,37.68
16525,New Haven,2020-03-25,-45.0,-20.0,-31.0,-43.0,-47.0,21.0,127.0,2.0,51.25,36.79,36.14
16526,New Haven,2020-03-26,-39.0,-14.0,29.0,-39.0,-46.0,20.0,156.0,2.0,58.42,46.11,42.89
16527,New Haven,2020-03-27,-41.0,-16.0,32.0,-45.0,-46.0,22.0,222.0,6.0,65.87,38.23,51.15
16528,New Haven,2020-03-28,-49.0,-20.0,4.0,-52.0,-34.0,14.0,236.0,6.0,51.91,34.71,38.31
16529,New Haven,2020-03-29,-56.0,-31.0,-52.0,-62.0,-36.0,14.0,280.0,6.0,38.28,30.75,32.07
16530,New Haven,2020-03-30,-42.0,-18.0,-18.0,-44.0,-47.0,20.0,373.0,6.0,50.91,36.43,37.54
16531,New Haven,2020-03-31,-40.0,-17.0,-12.0,-41.0,-49.0,21.0,517.0,12.0,51.86,35.43,35.89
16532,New Haven,2020-04-01,-37.0,-10.0,10.0,-40.0,-50.0,20.0,611.0,15.0,57.04,39.4,43.48
16533,New Haven,2020-04-02,-41.0,-10.0,-15.0,-44.0,-50.0,22.0,647.0,17.0,54.83,33.9,39.7
16534,New Haven,2020-04-03,-44.0,-10.0,-41.0,-54.0,-50.0,25.0,891.0,18.0,59.2,32.69,41.95
16535,New Haven,2020-04-04,-46.0,-12.0,51.0,-49.0,-35.0,14.0,1024.0,29.0,58.12,34.17,44.05
16536,New Haven,2020-04-05,-50.0,-23.0,7.0,-58.0,-38.0,13.0,1162.0,36.0,44.28,30.93,35.06
16537,New Haven,2020-04-06,-39.0,-13.0,26.0,-43.0,-50.0,20.0,1468.0,41.0,56.43,38.09,43.62
16538,New Haven,2020-04-07,-39.0,-14.0,12.0,-41.0,-52.0,21.0,1664.0,60.0,57.01,34.76,45.28
16539,New Haven,2020-04-08,-44.0,-17.0,-17.0,-44.0,-53.0,22.0,1945.0,70.0,55.73,33.0,35.97
16540,New Haven,2020-04-09,-46.0,-17.0,-37.0,-51.0,-54.0,24.0,2183.0,78.0,53.21,34.17,36.31
16541,New Haven,2020-04-10,-44.0,-10.0,-21.0,-56.0,-62.0,27.0,2383.0,98.0,63.16,37.28,41.24
16542,New Haven,2020-04-11,-44.0,-8.0,43.0,-50.0,-39.0,14.0,2715.0,107.0,60.6,37.6,43.3
16543,New Haven,2020-04-12,-63.0,-48.0,11.0,-59.0,-44.0,13.0,2946.0,119.0,39.23,27.6,31.61
16544,New Haven,2020-04-13,-57.0,-40.0,-58.0,-57.0,-54.0,25.0,3358.0,135.0,46.64,32.37,28.75
16545,New Haven,2020-04-14,-36.0,-14.0,12.0,-39.0,-51.0,21.0,3543.0,151.0,63.43,32.82,49.71
16546,New Haven,2020-04-15,-33.0,-14.0,3.0,-42.0,-51.0,21.0,3758.0,195.0,66.21,42.01,46.6
16547,New Haven,2020-04-16,-36.0,-15.0,-8.0,-43.0,-51.0,22.0,4163.0,214.0,64.86,40.66,47.42
16548,New Haven,2020-04-17,-39.0,-18.0,-9.0,-49.0,-50.0,23.0,4520.0,229.0,72.94,37.19,49.65
16549,New Haven,2020-04-18,-48.0,-22.0,-18.0,-55.0,-37.0,16.0,4743.0,241.0,61.8,36.83,37.45
16550,New Haven,2020-04-19,-38.0,-20.0,59.0,-50.0,-33.0,11.0,4871.0,257.0,59.2,32.87,41.23
16551,New Haven,2020-04-20,-36.0,-18.0,-6.0,-42.0,-49.0,20.0,5272.0,301.0,66.79,38.32,45.02
16552,New Haven,2020-04-21,-43.0,-25.0,-36.0,-45.0,-51.0,23.0,5493.0,322.0,59.42,35.03,41.0
16553,New Haven,2020-04-22,-36.0,-17.0,-10.0,-39.0,-50.0,21.0,5811.0,345.0,67.79,36.61,42.69
16554,New Haven,2020-04-23,-38.0,-19.0,-16.0,-43.0,-49.0,22.0,6064.0,372.0,67.29,33.14,38.48
16555,New Haven,2020-04-24,-43.0,-24.0,-39.0,-53.0,-50.0,25.0,6286.0,396.0,69.11,33.32,43.35
16556,New Haven,2020-04-25,-35.0,-16.0,116.0,-40.0,-33.0,11.0,6509.0,416.0,81.59,38.32,57.84
16557,New Haven,2020-04-26,-49.0,-28.0,-42.0,-60.0,-36.0,14.0,6715.0,429.0,50.06,32.82,30.67
16558,New Haven,2020-04-27,-37.0,-18.0,-27.0,-43.0,-48.0,20.0,6993.0,456.0,62.54,34.13,37.14
16559,New Haven,2020-04-28,-29.0,-14.0,32.0,-34.0,-48.0,13.0,7089.0,478.0,75.9,36.65,49.65
16560,New Haven,2020-04-29,-33.0,-17.0,-5.0,-38.0,-49.0,20.0,7205.0,493.0,72.44,37.42,42.73
16561,New Haven,2020-04-30,-39.0,-18.0,-31.0,-44.0,-49.0,22.0,7536.0,512.0,68.59,34.98,41.35
16562,Charlotte,2020-02-15,2.0,1.0,5.0,0.0,-3.0,0.0,,,130.8,108.57,184.53
16563,Charlotte,2020-02-15,,4.0,,,,,,,130.8,108.57,184.53
16564,Charlotte,2020-02-16,5.0,4.0,28.0,0.0,-2.0,0.0,,,91.64,86.31,103.03
16565,Charlotte,2020-02-16,,7.0,,,,,,,91.64,86.31,103.03
16566,Charlotte,2020-02-17,7.0,3.0,33.0,-4.0,-17.0,3.0,,,111.41,105.67,108.0
16567,Charlotte,2020-02-17,,12.0,,,-26.0,,,,111.41,105.67,108.0
16568,Charlotte,2020-02-18,4.0,3.0,15.0,15.0,1.0,0.0,,,110.74,108.75,104.35
16569,Charlotte,2020-02-18,,11.0,,,1.0,,,,110.74,108.75,104.35
16570,Charlotte,2020-02-19,7.0,4.0,17.0,0.0,-1.0,0.0,,,114.02,100.36,103.91
16571,Charlotte,2020-02-19,,0.0,,,0.0,,,,114.02,100.36,103.91
16572,Charlotte,2020-02-20,6.0,3.0,29.0,1.0,-1.0,0.0,,,98.74,85.96,90.99
16573,Charlotte,2020-02-20,,17.0,,,1.0,,,,98.74,85.96,90.99
16574,Charlotte,2020-02-21,5.0,3.0,-26.0,3.0,0.0,1.0,,,127.99,112.22,147.93
16575,Charlotte,2020-02-21,-7.0,-5.0,,,-16.0,,,,127.99,112.22,147.93
16576,Charlotte,2020-02-22,8.0,4.0,9.0,9.0,-1.0,0.0,,,135.98,115.84,187.43
16577,Charlotte,2020-02-22,,7.0,,,,,,,135.98,115.84,187.43
16578,Charlotte,2020-02-23,13.0,7.0,20.0,-1.0,0.0,0.0,,,91.47,86.5,99.25
16579,Charlotte,2020-02-23,,8.0,,,,,,,91.47,86.5,99.25
16580,Charlotte,2020-02-24,7.0,3.0,31.0,4.0,4.0,0.0,,,108.33,95.27,97.36
16581,Charlotte,2020-02-24,-46.0,-2.0,,,6.0,,,,108.33,95.27,97.36
16582,Charlotte,2020-02-25,6.0,5.0,17.0,12.0,0.0,0.0,,,114.58,105.39,115.43
16583,Charlotte,2020-02-25,,4.0,,,0.0,,,,114.58,105.39,115.43
16584,Charlotte,2020-02-26,9.0,5.0,-12.0,9.0,0.0,1.0,,,118.72,105.22,123.66
16585,Charlotte,2020-02-26,,12.0,,,0.0,,,,118.72,105.22,123.66
16586,Charlotte,2020-02-27,10.0,7.0,-2.0,9.0,0.0,0.0,,,129.98,111.52,133.9
16587,Charlotte,2020-02-27,,20.0,,,3.0,,,,129.98,111.52,133.9
16588,Charlotte,2020-02-28,8.0,8.0,-4.0,13.0,0.0,0.0,,,152.67,121.47,177.4
16589,Charlotte,2020-02-28,18.0,24.0,,,5.0,,,,152.67,121.47,177.4
16590,Charlotte,2020-02-29,8.0,6.0,-6.0,12.0,0.0,0.0,,,157.0,124.15,239.5
16591,Charlotte,2020-02-29,,15.0,,,,,,,157.0,124.15,239.5
16592,Charlotte,2020-03-01,12.0,7.0,39.0,17.0,0.0,0.0,,,106.57,94.18,124.88
16593,Charlotte,2020-03-01,,22.0,,,,,,,106.57,94.18,124.88
16594,Charlotte,2020-03-02,5.0,8.0,25.0,13.0,4.0,0.0,,,121.14,102.65,116.07
16595,Charlotte,2020-03-02,,16.0,,,4.0,,,,121.14,102.65,116.07
16596,Charlotte,2020-03-03,7.0,8.0,16.0,18.0,0.0,0.0,,,115.33,99.81,110.53
16597,Charlotte,2020-03-03,,24.0,,,-3.0,,,,115.33,99.81,110.53
16598,Charlotte,2020-03-04,9.0,9.0,16.0,18.0,0.0,0.0,,,115.97,99.64,115.35
16599,Charlotte,2020-03-04,,10.0,,,-4.0,,,,115.97,99.64,115.35
16600,Charlotte,2020-03-05,6.0,6.0,13.0,10.0,0.0,0.0,,,119.06,99.35,110.76
16601,Charlotte,2020-03-05,,26.0,,,0.0,,,,119.06,99.35,110.76
16602,Charlotte,2020-03-06,6.0,5.0,-1.0,13.0,0.0,0.0,,,143.36,116.45,160.54
16603,Charlotte,2020-03-06,1.0,14.0,,,4.0,,,,143.36,116.45,160.54
16604,Charlotte,2020-03-07,4.0,7.0,-4.0,10.0,1.0,0.0,1.0,0.0,145.8,117.44,200.82
16605,Charlotte,2020-03-07,,18.0,,,,,1.0,0.0,145.8,117.44,200.82
16606,Charlotte,2020-03-08,4.0,4.0,-9.0,14.0,-2.0,1.0,1.0,0.0,100.47,85.36,111.96
16607,Charlotte,2020-03-08,,25.0,,,,,1.0,0.0,100.47,85.36,111.96
16608,Charlotte,2020-03-09,4.0,6.0,19.0,10.0,0.0,1.0,1.0,0.0,115.18,102.71,114.55
16609,Charlotte,2020-03-09,,16.0,,,1.0,,1.0,0.0,115.18,102.71,114.55
16610,Charlotte,2020-03-10,2.0,7.0,16.0,20.0,-2.0,0.0,1.0,0.0,116.77,103.43,114.79
16611,Charlotte,2020-03-10,,17.0,,,0.0,,1.0,0.0,116.77,103.43,114.79
16612,Charlotte,2020-03-11,7.0,8.0,25.0,13.0,-1.0,0.0,1.0,0.0,118.2,100.0,119.32
16613,Charlotte,2020-03-11,,20.0,,,-2.0,,1.0,0.0,118.2,100.0,119.32
16614,Charlotte,2020-03-12,3.0,12.0,30.0,18.0,-3.0,0.0,1.0,0.0,117.04,98.86,116.2
16615,Charlotte,2020-03-12,,46.0,,,2.0,,1.0,0.0,117.04,98.86,116.2
16616,Charlotte,2020-03-13,1.0,21.0,16.0,3.0,-4.0,2.0,1.0,0.0,125.45,98.11,132.46
16617,Charlotte,2020-03-13,13.0,40.0,,,-9.0,,1.0,0.0,125.45,98.11,132.46
16618,Charlotte,2020-03-14,-6.0,17.0,11.0,8.0,-2.0,2.0,1.0,0.0,112.16,91.83,155.62
16619,Charlotte,2020-03-14,,36.0,,,,,1.0,0.0,112.16,91.83,155.62
16620,Charlotte,2020-03-15,-7.0,15.0,29.0,8.0,-8.0,2.0,1.0,0.0,76.03,68.92,78.26
16621,Charlotte,2020-03-15,,30.0,,,,,1.0,0.0,76.03,68.92,78.26
16622,Charlotte,2020-03-16,-5.0,22.0,26.0,1.0,-13.0,4.0,1.0,0.0,88.35,74.13,85.4
16623,Charlotte,2020-03-16,,39.0,,,-12.0,,1.0,0.0,88.35,74.13,85.4
16624,Charlotte,2020-03-17,-14.0,19.0,8.0,16.0,-18.0,5.0,1.0,0.0,81.42,72.46,78.15
16625,Charlotte,2020-03-17,,39.0,,,-17.0,,1.0,0.0,81.42,72.46,78.15
16626,Charlotte,2020-03-18,-19.0,14.0,11.0,2.0,-22.0,7.0,1.0,0.0,79.36,63.36,81.01
16627,Charlotte,2020-03-18,,15.0,,,-18.0,,1.0,0.0,79.36,63.36,81.01
16628,Charlotte,2020-03-19,-24.0,10.0,12.0,2.0,-25.0,8.0,1.0,0.0,78.72,63.55,78.81
16629,Charlotte,2020-03-19,-14.0,35.0,,,-16.0,,1.0,0.0,78.72,63.55,78.81
16630,Charlotte,2020-03-20,-28.0,11.0,6.0,-4.0,-27.0,10.0,2.0,0.0,86.98,66.25,88.15
16631,Charlotte,2020-03-20,-11.0,30.0,,,-19.0,,2.0,0.0,86.98,66.25,88.15
16632,Charlotte,2020-03-21,-40.0,2.0,-6.0,-21.0,-26.0,9.0,2.0,0.0,74.32,55.73,81.37
16633,Charlotte,2020-03-21,,34.0,,,,,2.0,0.0,74.32,55.73,81.37
16634,Charlotte,2020-03-22,-43.0,-9.0,-13.0,-23.0,-31.0,8.0,2.0,0.0,50.69,44.74,53.59
16635,Charlotte,2020-03-22,,17.0,,,,,2.0,0.0,50.69,44.74,53.59
16636,Charlotte,2020-03-23,-38.0,-7.0,-16.0,-16.0,-29.0,10.0,3.0,0.0,61.39,51.83,59.87
16637,Charlotte,2020-03-23,,26.0,,,-22.0,,3.0,0.0,61.39,51.83,59.87
16638,Charlotte,2020-03-24,-39.0,-9.0,-22.0,-9.0,-33.0,11.0,3.0,0.0,63.33,51.59,61.48
16639,Charlotte,2020-03-24,,24.0,,,-27.0,,3.0,0.0,63.33,51.59,61.48
16640,Charlotte,2020-03-25,-40.0,-13.0,-31.0,-13.0,-35.0,12.0,3.0,0.0,70.2,53.82,73.42
16641,Charlotte,2020-03-25,-26.0,22.0,,,-26.0,,3.0,0.0,70.2,53.82,73.42
16642,Charlotte,2020-03-26,-41.0,-16.0,-25.0,-21.0,-35.0,12.0,4.0,0.0,56.6,45.96,58.91
16643,Charlotte,2020-03-26,-12.0,28.0,,,-26.0,,4.0,0.0,56.6,45.96,58.91
16644,Charlotte,2020-03-27,-43.0,-14.0,-32.0,-31.0,-34.0,14.0,8.0,0.0,64.29,49.97,71.19
16645,Charlotte,2020-03-27,-20.0,17.0,,,-28.0,,8.0,0.0,64.29,49.97,71.19
16646,Charlotte,2020-03-28,-49.0,-21.0,-42.0,-33.0,-34.0,11.0,16.0,0.0,57.94,46.19,67.69
16647,Charlotte,2020-03-28,,10.0,,,,,16.0,0.0,57.94,46.19,67.69
16648,Charlotte,2020-03-29,-49.0,-25.0,-35.0,-33.0,-40.0,10.0,16.0,0.0,45.84,41.72,55.48
16649,Charlotte,2020-03-29,,20.0,,,,,16.0,0.0,45.84,41.72,55.48
16650,Charlotte,2020-03-30,-45.0,-21.0,-31.0,-22.0,-35.0,12.0,20.0,0.0,58.67,51.16,66.78
16651,Charlotte,2020-03-30,,26.0,,,-24.0,,20.0,0.0,58.67,51.16,66.78
16652,Charlotte,2020-03-31,-45.0,-18.0,-42.0,-21.0,-37.0,13.0,24.0,0.0,55.39,43.99,56.17
16653,Charlotte,2020-03-31,-28.0,20.0,,,-32.0,,24.0,0.0,55.39,43.99,56.17
16654,Charlotte,2020-04-01,-39.0,-7.0,-41.0,-13.0,-39.0,13.0,26.0,0.0,58.56,44.8,60.65
16655,Charlotte,2020-04-01,,24.0,,,-29.0,,26.0,0.0,58.56,44.8,60.65
16656,Charlotte,2020-04-02,-41.0,-10.0,-36.0,-8.0,-39.0,13.0,38.0,0.0,61.36,50.12,67.28
16657,Charlotte,2020-04-02,-17.0,33.0,,,-30.0,,38.0,0.0,61.36,50.12,67.28
16658,Charlotte,2020-04-03,-52.0,-21.0,-52.0,-32.0,-42.0,17.0,43.0,1.0,69.12,49.66,75.22
16659,Charlotte,2020-04-03,-7.0,33.0,,,-28.0,,43.0,1.0,69.12,49.66,75.22
16660,Charlotte,2020-04-04,-58.0,-30.0,-55.0,-47.0,-40.0,13.0,46.0,1.0,60.26,50.03,68.3
16661,Charlotte,2020-04-04,-58.0,-30.0,-55.0,-47.0,-40.0,13.0,1.0,0.0,60.26,50.03,68.3
16662,Charlotte,2020-04-04,,25.0,,,,,46.0,1.0,60.26,50.03,68.3
16663,Charlotte,2020-04-04,,25.0,,,,,1.0,0.0,60.26,50.03,68.3
16664,Charlotte,2020-04-05,-61.0,-35.0,-61.0,-51.0,-44.0,13.0,47.0,1.0,46.37,42.56,55.4
16665,Charlotte,2020-04-05,-61.0,-35.0,-61.0,-51.0,-44.0,13.0,1.0,0.0,46.37,42.56,55.4
16666,Charlotte,2020-04-05,,17.0,,,,,47.0,1.0,46.37,42.56,55.4
16667,Charlotte,2020-04-05,,17.0,,,,,1.0,0.0,46.37,42.56,55.4
16668,Charlotte,2020-04-06,-54.0,-28.0,-48.0,-39.0,-40.0,14.0,55.0,1.0,61.53,50.75,66.34
16669,Charlotte,2020-04-06,-54.0,-28.0,-48.0,-39.0,-40.0,14.0,1.0,0.0,61.53,50.75,66.34
16670,Charlotte,2020-04-06,,,,,-29.0,,55.0,1.0,61.53,50.75,66.34
16671,Charlotte,2020-04-06,,,,,-29.0,,1.0,0.0,61.53,50.75,66.34
16672,Charlotte,2020-04-07,-51.0,-25.0,-44.0,-21.0,-43.0,14.0,67.0,1.0,61.46,49.76,68.31
16673,Charlotte,2020-04-07,-51.0,-25.0,-44.0,-21.0,-43.0,14.0,1.0,0.0,61.46,49.76,68.31
16674,Charlotte,2020-04-07,,,,,-34.0,,67.0,1.0,61.46,49.76,68.31
16675,Charlotte,2020-04-07,,,,,-34.0,,1.0,0.0,61.46,49.76,68.31
16676,Charlotte,2020-04-08,-50.0,-24.0,-41.0,-30.0,-43.0,14.0,76.0,1.0,64.14,47.39,71.12
16677,Charlotte,2020-04-08,-50.0,-24.0,-41.0,-30.0,-43.0,14.0,1.0,0.0,64.14,47.39,71.12
16678,Charlotte,2020-04-08,,,,,-38.0,,76.0,1.0,64.14,47.39,71.12
16679,Charlotte,2020-04-08,,,,,-38.0,,1.0,0.0,64.14,47.39,71.12
16680,Charlotte,2020-04-09,-50.0,-24.0,-46.0,-31.0,-43.0,15.0,81.0,4.0,66.48,49.78,75.08
16681,Charlotte,2020-04-09,-50.0,-24.0,-46.0,-31.0,-43.0,15.0,1.0,0.0,66.48,49.78,75.08
16682,Charlotte,2020-04-09,,,,,-34.0,,81.0,4.0,66.48,49.78,75.08
16683,Charlotte,2020-04-09,,,,,-34.0,,1.0,0.0,66.48,49.78,75.08
16684,Charlotte,2020-04-10,-49.0,-22.0,-51.0,-38.0,-46.0,17.0,104.0,5.0,70.8,47.29,77.33
16685,Charlotte,2020-04-10,-49.0,-22.0,-51.0,-38.0,-46.0,17.0,2.0,0.0,70.8,47.29,77.33
16686,Charlotte,2020-04-10,,,,,-38.0,,104.0,5.0,70.8,47.29,77.33
16687,Charlotte,2020-04-10,,,,,-38.0,,2.0,0.0,70.8,47.29,77.33
16688,Charlotte,2020-04-11,-50.0,-21.0,-49.0,-43.0,-39.0,13.0,112.0,5.0,63.5,44.97,74.87
16689,Charlotte,2020-04-11,-50.0,-21.0,-49.0,-43.0,-39.0,13.0,2.0,0.0,63.5,44.97,74.87
16690,Charlotte,2020-04-12,-69.0,-64.0,-53.0,-47.0,-49.0,12.0,113.0,5.0,37.08,34.56,39.25
16691,Charlotte,2020-04-12,-69.0,-64.0,-53.0,-47.0,-49.0,12.0,4.0,0.0,37.08,34.56,39.25
16692,Charlotte,2020-04-13,-51.0,-25.0,-46.0,-30.0,-41.0,14.0,119.0,5.0,66.42,49.08,71.21
16693,Charlotte,2020-04-13,-51.0,-25.0,-46.0,-30.0,-41.0,14.0,4.0,0.0,66.42,49.08,71.21
16694,Charlotte,2020-04-13,,,,,-39.0,,119.0,5.0,66.42,49.08,71.21
16695,Charlotte,2020-04-13,,,,,-39.0,,4.0,0.0,66.42,49.08,71.21
16696,Charlotte,2020-04-14,-51.0,-25.0,-49.0,-22.0,-41.0,14.0,123.0,5.0,69.62,48.34,75.63
16697,Charlotte,2020-04-14,-51.0,-25.0,-49.0,-22.0,-41.0,14.0,4.0,0.0,69.62,48.34,75.63
16698,Charlotte,2020-04-14,,,,,-29.0,,123.0,5.0,69.62,48.34,75.63
16699,Charlotte,2020-04-14,,,,,-29.0,,4.0,0.0,69.62,48.34,75.63
16700,Charlotte,2020-04-15,-44.0,-19.0,-48.0,-17.0,-42.0,14.0,124.0,6.0,72.03,44.01,75.07
16701,Charlotte,2020-04-15,-44.0,-19.0,-48.0,-17.0,-42.0,14.0,5.0,0.0,72.03,44.01,75.07
16702,Charlotte,2020-04-15,,,,,-30.0,,124.0,6.0,72.03,44.01,75.07
16703,Charlotte,2020-04-15,,,,,-30.0,,5.0,0.0,72.03,44.01,75.07
16704,Charlotte,2020-04-16,-48.0,-22.0,-57.0,-21.0,-42.0,15.0,127.0,7.0,74.63,49.86,76.48
16705,Charlotte,2020-04-16,-48.0,-22.0,-57.0,-21.0,-42.0,15.0,8.0,0.0,74.63,49.86,76.48
16706,Charlotte,2020-04-16,,,,,-28.0,,127.0,7.0,74.63,49.86,76.48
16707,Charlotte,2020-04-16,,,,,-28.0,,8.0,0.0,74.63,49.86,76.48
16708,Charlotte,2020-04-17,-48.0,-22.0,-43.0,-32.0,-40.0,16.0,131.0,9.0,84.66,52.25,89.42
16709,Charlotte,2020-04-17,-48.0,-22.0,-43.0,-32.0,-40.0,16.0,8.0,0.0,84.66,52.25,89.42
16710,Charlotte,2020-04-17,,,,,-30.0,,131.0,9.0,84.66,52.25,89.42
16711,Charlotte,2020-04-17,,,,,-30.0,,8.0,0.0,84.66,52.25,89.42
16712,Charlotte,2020-04-18,-52.0,-23.0,-49.0,-46.0,-35.0,12.0,138.0,9.0,76.82,50.27,83.0
16713,Charlotte,2020-04-18,-52.0,-23.0,-49.0,-46.0,-35.0,12.0,8.0,0.0,76.82,50.27,83.0
16714,Charlotte,2020-04-19,-50.0,-22.0,-30.0,-36.0,-38.0,10.0,138.0,9.0,56.51,42.47,60.49
16715,Charlotte,2020-04-19,-50.0,-22.0,-30.0,-36.0,-38.0,10.0,8.0,0.0,56.51,42.47,60.49
16716,Charlotte,2020-04-20,-49.0,-25.0,-57.0,-28.0,-38.0,14.0,139.0,11.0,69.84,51.11,71.84
16717,Charlotte,2020-04-20,-49.0,-25.0,-57.0,-28.0,-38.0,14.0,8.0,0.0,69.84,51.11,71.84
16718,Charlotte,2020-04-20,,,,,-27.0,,139.0,11.0,69.84,51.11,71.84
16719,Charlotte,2020-04-20,,,,,-27.0,,8.0,0.0,69.84,51.11,71.84
16720,Charlotte,2020-04-21,-46.0,-17.0,-40.0,-15.0,-39.0,13.0,143.0,11.0,74.8,48.74,79.78
16721,Charlotte,2020-04-21,-46.0,-17.0,-40.0,-15.0,-39.0,13.0,8.0,0.0,74.8,48.74,79.78
16722,Charlotte,2020-04-21,,,,,-32.0,,143.0,11.0,74.8,48.74,79.78
16723,Charlotte,2020-04-21,,,,,-32.0,,8.0,0.0,74.8,48.74,79.78
16724,Charlotte,2020-04-22,-45.0,-17.0,-38.0,-21.0,-40.0,13.0,148.0,11.0,75.96,49.01,79.08
16725,Charlotte,2020-04-22,-45.0,-17.0,-38.0,-21.0,-40.0,13.0,8.0,0.0,75.96,49.01,79.08
16726,Charlotte,2020-04-22,,,,,-32.0,,148.0,11.0,75.96,49.01,79.08
16727,Charlotte,2020-04-22,,,,,-32.0,,8.0,0.0,75.96,49.01,79.08
16728,Charlotte,2020-04-23,-45.0,-17.0,-46.0,-23.0,-40.0,14.0,178.0,12.0,69.89,44.66,67.01
16729,Charlotte,2020-04-23,-45.0,-17.0,-46.0,-23.0,-40.0,14.0,8.0,0.0,69.89,44.66,67.01
16730,Charlotte,2020-04-23,,,,,-30.0,,178.0,12.0,69.89,44.66,67.01
16731,Charlotte,2020-04-23,,,,,-30.0,,8.0,0.0,69.89,44.66,67.01
16732,Charlotte,2020-04-24,-50.0,-24.0,-67.0,-33.0,-40.0,17.0,199.0,14.0,88.41,52.15,92.84
16733,Charlotte,2020-04-24,-50.0,-24.0,-67.0,-33.0,-40.0,17.0,8.0,0.0,88.41,52.15,92.84
16734,Charlotte,2020-04-24,,,,,-31.0,,199.0,14.0,88.41,52.15,92.84
16735,Charlotte,2020-04-24,,,,,-31.0,,8.0,0.0,88.41,52.15,92.84
16736,Charlotte,2020-04-25,-48.0,-19.0,-56.0,-34.0,-34.0,12.0,202.0,14.0,77.18,46.21,80.28
16737,Charlotte,2020-04-25,-48.0,-19.0,-56.0,-34.0,-34.0,12.0,7.0,0.0,77.18,46.21,80.28
16738,Charlotte,2020-04-26,-48.0,-21.0,-46.0,-37.0,-37.0,11.0,203.0,14.0,63.07,49.25,71.64
16739,Charlotte,2020-04-26,-48.0,-21.0,-46.0,-37.0,-37.0,11.0,7.0,0.0,63.07,49.25,71.64
16740,Charlotte,2020-04-27,-42.0,-16.0,13.0,-24.0,-34.0,11.0,211.0,14.0,78.45,54.93,85.13
16741,Charlotte,2020-04-27,-42.0,-16.0,13.0,-24.0,-34.0,11.0,7.0,0.0,78.45,54.93,85.13
16742,Charlotte,2020-04-27,,,,,-31.0,,211.0,14.0,78.45,54.93,85.13
16743,Charlotte,2020-04-27,,,,,-31.0,,7.0,0.0,78.45,54.93,85.13
16744,Charlotte,2020-04-28,-42.0,-14.0,-11.0,-9.0,-37.0,7.0,219.0,15.0,81.29,54.06,85.32
16745,Charlotte,2020-04-28,-42.0,-14.0,-11.0,-9.0,-37.0,7.0,7.0,0.0,81.29,54.06,85.32
16746,Charlotte,2020-04-28,,,,,-30.0,,219.0,15.0,81.29,54.06,85.32
16747,Charlotte,2020-04-28,,,,,-30.0,,7.0,0.0,81.29,54.06,85.32
16748,Charlotte,2020-04-29,-41.0,-12.0,-8.0,-14.0,-37.0,12.0,223.0,18.0,80.56,53.07,82.44
16749,Charlotte,2020-04-29,-41.0,-12.0,-8.0,-14.0,-37.0,12.0,7.0,0.0,80.56,53.07,82.44
16750,Charlotte,2020-04-29,,,,,-34.0,,223.0,18.0,80.56,53.07,82.44
